endpoint,numeroItem,codigo_pdm,descricao,unidade_medida,rotulo,codigo_br,medicamento,observacao
https://pncp.gov.br/api/pncp/v1/orgaos/11049830000120/compras/2024/3/itens,5,1289,"448699 - SORO FISIOLÓGICO 0,9% 500 ML - SOLUÇÃO ESTÉRIL SISTEMA FECHADO DE INFUSÃO. Unidade: BOLSA OU FRASCO. Com Registro ANVISA",BOLSA/FRASCO,,,Em dúvida,
https://pncp.gov.br/api/pncp/v1/orgaos/15023971000124/compras/2022/2/itens,1,1289,ALT-TGP PARA DETERMINAÇÃO QUANTITATIVA DA ATIVIDADE DA TGP NO SORO - METODOLOGIA UV SEM PIRIDOXAL FOSFATO SENSIBILIDADE 5.15 U/L LINEARIDADE 350 U/L APRESENTAÇÃO R1 4X40ML E R2 4X10ML,UND,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/34887935000153/compras/2024/3/itens,3891590,1289,"BEBIDA LÁCTEA CHOCOLATE 200ML Especificação : Leite padronizado, soro de leite, e ou soro de leite em pó recosntituído, açúcar, creme de leite, cacau, sal, vitamina A, B1, B2, B6, B12, C, E PP, e ácido fólico, pantotenato de cálcio, proteína lactes, espessantes, carboximetilcelulose, monoediglicerideos, carragena,aroma artificial de chocolate, estabilizante citrato de sódio e fosfato dissódico. Embalagem de 200ml/cada.Com Caixa até 50 unidade.",UNIDADE,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/13988308000139/compras/2024/13/itens,10,1289,"BISCOITO CREAM CRACKER - Características Técnicas:


Biscoito salgado, tipo Cream Cracker, á base de farinha de trigo, amido de milho, sal refinado, gordura vegetal, leite (ou soro) e outros ingredientes, desde que permitidos pela legislação e mencionados. O produto não deverá conter soja nem quaisquer substâncias corantes artificiais. Características organolépticas: - Aspecto: massa torrada - Cor: própria - Odor: próprio - sabor: próprio - textura: crocante/macia. Serão rejeitados biscoitos mal assados, queimados e de caracteres organolépticos anormais, não podendo apresentar excesso de dureza e quebradiços em excesso. Apresentação em embalagem primária dupla de polietileno atóxico intacto e hermeticamente vedado, contendo 350 a 400 gramas. Na embalagem deverá conter rótulo com dados de identificação do produto, marca do fabricante, informação nutricional, data de fabricação e validade, peso liquido e de acordo com as Normas e Resoluções vigentes da Anvisa/MS.  As embalagens secundárias no qual os pacotes de biscoito deverão estar acondicionados devem ser de papelão, resistentes, intactas e higienicamente adequadas. Reposição do produto: no caso de alteração do mesmo antes do vencimento do prazo de validade, prazo de validade vencido e embalagens danificadas. Validade: mínima de 08 (oito) meses. Prazo de fabricação: não poderá ter data de fabricação anterior a 45 (quarenta e cinco) dias da data de entrega. Unidade de Fornecimento: Caixa contendo pacotes do produto (20x400 ou 24x350).Marcas anteriormente reprovadas em análises técnicas: Petyan; Tupy; Delite; Supradely.",PCT,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/12609678000155/compras/2024/3/itens,6,1289,"BISCOITO DOCE TIPO MARIA - ESPECIFICAÇÃO: a base de: farinha de trigo/ açúcar/ gordura vegetal hidrogenada/ amido de milho/ açúcar invertido/ soro de leite/ sal /fermento químico, embalagem tipo 3 em 1. Serão rejeitados biscoitos mal cozidos, queimados e de características sensoriais anormais (cor, odor, sabor e textura). A embalagem deverá conter externamente os dados de identificação, procedência, informações nutricionais, número de lote, data de validade, quantidade do produto. O produto deverá apresentar validade mínima de 06 meses a partir da data da entrega na unidade requisitante. Embalagem de 350g.",Unidade,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/75443812000100/compras/2024/84/itens,3,1289,EQUIPO DE SORO FOTOSSENSIVEL BR0386125,UNIDADE,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/88000906000157/compras/2023/20/itens,1,1289,EQUIPO SORO MACRO GOTAS ADULTO.,Unidade,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/13612270000103/compras/2024/1/itens,2,1289,"Leite em pó integral de primeira qualidade, sem a presença de soro e amido, acondicionado em embalagem contendo 200 gr.",KG,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/08084014000142/compras/2024/28/itens,8,1289,"MACA COM COLCHÃO EM AÇO CARBONO COM GRADES, SUPORTE DE SORO EM INOX COM AJUSTES REGULÁVEL. CARRO MACA HOSPITALAR OBESO, COM LEITO ESTOFADO, COM REFORÇO SOB O LEITO; ESTRUTURA EM TUBO DE AÇO CARBONO REDONDO; LEITO ESTOFADO COM ESPUMA D33, REVESTIDO EM CORANO CABECEIRA REGULÁVEL ATRAVÉS DE CREMALHEIRA; GRADES LATERAIS DE ABAIXAR EM TUBO DE AÇO CARBONO (OPCIONAL AÇO INOX) SUPORTE PARA SORO COM 02 GANCHOS (T); ACABAMENTO EM PINTURA EPÓXI NA COR BRANCA, COM TRATAMENTO ANTI-FERRUGINOSO; PÁRA-CHOQUE DE BORRACHA NA CABECEIRA E PESEIRA; RODÍZIOS DE 5"" EM POLIPROPILENO, COM SISTEMA DE FREIO EM DIAGONAL. DIMENSÕES EXTERNAS APROXIMADAS: C 2,00 X L 0,83 X A 100CM CAPACIDADE: 250KG",Unidade,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/76235753000148/compras/2024/36/itens,3,1289,"OVOS DE CHOCOLATE ZERO AÇÚCAR, PARA DIABÉTICOS COM NO MÍNIMO 50% CACAU. Peso mínimo de 180 gramas. Ingredientes: produto isento de açúcar, obtido a partir de manteiga de cacau, leite em pó desnatado, polidextrose, leite integral, soro de leite em pó, gordura de manteiga desidratada, edulcorante natural (lactitol), emulsificantes (lecitina de soja e poliglicerol), poliricinoleato, aromatizantes edulcorantes artificiais (sucralose e acessulfame de potássio). Embalagem: envolto em folha de alumínio, embalado em filme polipropileno laminado decorado com tema Páscoa e amarrado com fita de cetim, acondicionado em caixa de papelão onde os ovos deverão ficar em pé, para evitar quebra do produto. Rótulo: o produto deverá ser rotulado de acordo com a legislação vigente, devendo estar impresso de forma clara as seguintes informações: identificação do produto, inclusive marca, nome e endereço do fabricante, data de fabricação, data de validade ou prazo máximo de consumo, componentes do produto, peso líquido, informações nutricionais, número do lote. O produto deverá ter validade mínima de 06 (seis) meses a partir da data de fabricação, sendo que esta não poderá ser superior a 30 (trinta) dias da data de entrega.",Unidade,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/04279238000159/compras/2024/10/itens,3856818,1289,"SORO RINGER SIMPLES BOLSA 500 ML,

ISENTA DE PVC, SISTEMA FECHADO.

",BLS,,,Em dúvida,PDM está errado. Correto: 11750
https://pncp.gov.br/api/pncp/v1/orgaos/46638714000120/compras/2024/12/itens,1,1289,"TESTE RÁPIDO DE CHIKUNGUNYA; IMUNE ENSAIO CROMATOGRÁFICO PARA A DETECÇÃO QUALITATIVA DO ANTICORPO IGM DO VÍRUS  CHIKUNGUNYA; AMOSTRAS DE SANGUE TOTAL, SORO OU PLASMA; RESULTADO EM 15 MINUTOS.CONFORME DESCRIÇÃO COMPLEMENTAR NO TERMO DE REFERÊNCIA.",Unidade,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/3173/itens,1,1769,Alfa-Alglicosidase,Frasco-Ampola,"PDM: 1769 - Alfa-Alglicosidase, Concentração:50 MG, Forma Farmacêutica:Pó Liófilo P/ Injetável",359903.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/01614225000109/compras/2023/220/itens,3678533,1824,"ACETILCISTEINA - CONCENTRAÇÃO/DOSAGEM 600 MG, FORMA FARMACEUTICA GRANULADO, FORMA DE APRESENTAÇÃO ENVELOPE, VIA DE ADMINISTRAÇÃO ORAL",UN,"PDM: 1824 - Acetilcisteína, Concentraçao:600 MG, Forma Farmaceutica:Granulado Para Solução Oral",434110.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/04092706000181/compras/2023/216/itens,7,1824,Acetilcisteina 20 mg/ml - 100 ml,Frasco,"PDM: 1824 - Acetilcisteína, Dosagem:20 MG/ML, Indicação:Xarope",270558.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/07309266000160/compras/2024/8/itens,5,1824,"ACETILCISTEINA 20MG/ML XAROPE PEDIÁTRICO FRC C/ 120ML (EXPECTORANTE - FÁRMACO, NÃO ACEITAREMOS NA FORMA DE SUPLEMENTO ALIMENTAR) - OBRIGATÓRIO REGISTRO NA ANVISA",FRC,"PDM: 1824 - Acetilcisteína, Dosagem:20 MG/ML, Indicação:Xarope",270558.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/75845495000159/compras/2024/45/itens,4,1824,ACETILCISTEINA 40 MG/ML ADULTO,FRASCO,"PDM: 1824 - Acetilcisteína, Concentraçao:40 MG/ML, Forma Farmaceutica:Xarope",355786.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/05138730000177/compras/2024/2/itens,6,1824,ACETILCISTÉINA SACHÊ 600MG/5G,Unidade,,,Em dúvida,Falta a forma de apresentação
https://pncp.gov.br/api/pncp/v1/orgaos/10472663000162/compras/2023/26/itens,3,1872,ACIDO ASCÓRBICO 100 MG/ML IM/IV - AMPOLA,UN,"PDM: 1872 - Ácido Ascórbico, Dosagem:100 MG/ML, Tipo Uso:Injetável",271687.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/14338/itens,6,1872,"Ácido Ascórbico aspecto físico: pó cristalino branco a amarelado, fórmula química: c6h8o6 (ácido l-ascórbico), peso molecular: 176,12, pureza: pureza mínima de 99,5%, característica adicional: padrão de referência analítico, número de referência química: cas 50-81-7",Miligrama,,,Em dúvida,Descrição não existe no CATMAT
https://pncp.gov.br/api/pncp/v1/orgaos/08761124000100/compras/2023/823/itens,1,1872,"Preparado Panificação tipo: melhorador de farinha, composição: ácido ascórbico e alfa amilase, apresentação: pó",Unidade,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/95422846000126/compras/2023/161/itens,1,2032,ACIDO TRANEXAMICO,UN,,,Em dúvida,Falta a dosagem
https://pncp.gov.br/api/pncp/v1/orgaos/03507548000110/compras/2024/23/itens,2,2032,ACIDO TRANEXAMICO 250 MG.,COMP,"PDM: 2032 - Ácido Tranexâmico, Dosagem:250 MG",278338.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/76105519000104/compras/2024/133/itens,5,2032,BR327566 Ácido Tranexâmico 50mg/ml - ampola 5ml,AMPOLA,"PDM: 2032 - Ácido Tranexâmico, Dosagem:50 MG/ML, Forma Farmacêutica:Solução Injetável",327566.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/13982590000147/compras/2024/64/itens,1,2032,Lote 1 - ÁCIDO TRANEXÂMICO 250 MG COM CT BL AL PLAS OPC X 12,Comprimido,"PDM: 2032 - Ácido Tranexâmico, Dosagem:250 MG",278338.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/70946009000175/compras/2024/87/itens,2,2035,Lote 2 - ACIDO URSODESOXICOLICO COMPRIMIDO 300MG,Comprimido,"PDM: 2035 - Ácido Ursodesoxicólico, Concentração:300 MG",309040.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/01617975000126/compras/2024/6/itens,9,2036,ÁCIDO VALPROICO (VALPROATO DE SÓDIO) 50 MG/ML XAROPE,Frasco,"PDM: 2036 - Ácido Valpróico, Dosagem:50 MG/ML, Forma Farmacêutica:Xarope",308732.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18303263000135/compras/2023/18/itens,5,2036,Ácido Valpróico 250mg/5 mL Xarope Frasco 100 mL,Unidade,"PDM: 2036 - Ácido Valpróico, Dosagem:50 MG/ML, Forma Farmacêutica:Xarope",308732.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/45299104000187/compras/2024/58/itens,8,2036,ACIDO VALPROICO 250MG/5ML FRS 100ML,Frascos,"PDM: 2036 - Ácido Valpróico, Dosagem:50 MG/ML, Forma Farmacêutica:Xarope",308732.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/11266975000182/compras/2024/2/itens,4162169,2036,"ACIDO VALPROICO 50 MG/ ML, XAROPE 100ML",FRC,"PDM: 2036 - Ácido Valpróico, Dosagem:50 MG/ML, Forma Farmacêutica:Xarope",308732.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/75193516000107/compras/2022/19/itens,5,2036,Acido Valproico 50mg/mL. Frasco contendo ao minimo 100mL de solucao,FRASCO,"PDM: 2036 - Ácido Valpróico, Dosagem:50 MG/ML, Forma Farmacêutica:Xarope",308732.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/76968627000100/compras/2023/128/itens,1,2036,"TORVAL CR 500 MG


<p><span style=""color: rgb(0, 0, 0); font-family: tahoma, open-sans; font-size: 10.6667px; float: none; display: inline;"">360 comprimidos Torval cr 500mg( acido valproico + valproato de sódio)</span></p>",COMPRIMIDOS (COM),"PDM: 2036 - Ácido Valpróico, Dosagem:500 MG",267505.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/08785479000120/compras/2024/94/itens,9,2100,"ADENOSINA 3MG/ML  2ML, AMPOLA",Unidade,"PDM: 2100 - Adenosina, Dosagem:3 MG/ML, Indicação:Solução Injetável",278281.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18585570000156/compras/2024/21/itens,4130551,2100,"ADENOSINA 3MG/ML, AMPOLA DE 02 ML",AM,"PDM: 2100 - Adenosina, Dosagem:3 MG/ML, Indicação:Solução Injetável",278281.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/76974823000180/compras/2024/21/itens,1347576,2259,"Àlcool 46,2º 1 LT com sua composição: Àlcool etílico hidratado INPM.",FRASCO,,,Em dúvida,Teor alcoolico nao existe
https://pncp.gov.br/api/pncp/v1/orgaos/18468041000172/compras/2024/10/itens,4124366,2259,"ALCOOL 70% 1000ML- ALCOOL ETILICO HIDRATADO 705 INCOLOR, COM CHEIRO CARACTERISTICO, DESTINADO  A DESINFECCAO DE SUPERFICIE FIXAS. ACONDICIONADO EM FRASCO PLASTICO DESCARTAVEL DE 1000ML QUE PERMITA A VISUALIZACAO INTERNA DO LIQUIDO, LACRADO.EMBALAGEM PLASTICA CONTENDO DADOS DA ROTULAGEM. DEVE ATENDER A RDC 184 DE 22/10/2001. A EMPRESA VENCEDORA DEVERA APRESENTAR NOTIFICACAO SIMPLIFICADA DO PRODUTODE MS, CERTIFICADO DE BOAS PRATICAS DE FABRICACAO, AYTORIZACAO DE FUNCIONAMENTOEMITIDO PELA ANVISA E ALVARA SANITARIO NA CLASSE MEDICAMENTOS.",UN,"PDM: 2259 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70%_(70°Gl), Apresentação:Líquido",269941.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/75771253000168/compras/2022/2/itens,1,2259,"ÁLCOOL EM GEL ETÍLICO HIDRATADO À BASE DE ÁLCOOL PARA HIGIENIZAÇÃO, A 70° INPM COM AÇÃO ANTI-SÉPTICA, SEM ENXÁGUE. COMPOSIÇÃO: ÁLCOOL ETÍLICO, POLÍMERO CARBOXÍLICO, NEUTRALIZANTE, UMECTANTE, CONSERVANTE, QUELANTE E ÁGUA DEIONIZADA  - PRAZO DE VALIDADE 24 MESES À PARTIR DA DATA DE FABRICAÇÃO - EMBALAGEM DE 5 LITROS ? 4,5 KG",GL,"PDM: 2259 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70%_(70°Gl), Apresentação:Gel",269943.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/16752446000102/compras/2022/32/itens,2,2259,ÁLCOOL ETÍLICO 95% PA,LT,"PDM: 2259 - Álcool Etílico, Teor Alcoólico:Absoluto, Mínimo De 95%, Forma Farmacêutica:Solução Injetável",445578.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/46522975000180/compras/2024/26/itens,2,2259,ALCOOL ETILICO HIDRATADO 70% INOM - FRASCO 1000ML,FR,,,Em dúvida,Falta a forma de apresentação
https://pncp.gov.br/api/pncp/v1/orgaos/29987225000165/compras/2024/13/itens,7,2259,ALCOOL ETILICO HIDRATADO 92 8  INPM PARA LIMPEZA GERAL PRONTO USO  EMBALAGEM DE 1 LITRO  ASPECTO LIQUIDO  INCOLOR E ODOR CARACTERISTICO  PH DO PRODUTO PURO 6 0   7 0 DEVE ATENDER A NBR 5991 97,UNIDADE,,,Em dúvida,Teor alcoolico nao existe no CATMAT
https://pncp.gov.br/api/pncp/v1/orgaos/08313923000105/compras/2024/37/itens,2,2259,"ÁLCOOL ETÍLICO HIDRATADO 92,8º 1 LITRO.",Litro,,,Em dúvida,Teor alcoolico nao existe no CATMAT
https://pncp.gov.br/api/pncp/v1/orgaos/83102558000105/compras/2024/1/itens,6,2259,"ÁLCOOL ETÍLICO HIDRATADO EM GEL 70º INPM , EMBALAGEM DE 500ML",Unidade,"PDM: 2259 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70%_(70°Gl), Apresentação:Gel",269943.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/44951515000142/compras/2024/358/itens,6,2259,Álcool etílico hidratado. 46º INPM. Com tampa abre e fecha de rosquear. Frasco com 1 litro.,Unidade,,,Em dúvida,Falta a forma de apresentação
https://pncp.gov.br/api/pncp/v1/orgaos/18295311000190/compras/2023/6/itens,5,2259,Álcool Etílico Limpeza De Ambientes( CATMAT 429225)  - Tipo: Etílico Hidratado Características Adicionas: Gel Concentração: 70% Frasco 500 ml,Unidade,"PDM: 2259 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70%_(70°Gl), Apresentação:Gel",269943.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/77870475000163/compras/2024/46/itens,5,2259,ALCOOL GEL 70  PERFUMADO GALAO DE 5 LITROS   ALCOOL ETILICO 70 INPM EM GEL ANTISSEPTICO PARA HIGIENIZACAO DAS MAOS. PRODUTO COM REGISTRO NO MS ANVISA  EM GEL TRANSLUCIDO  NAO PEGAJOSO  COM ODOR PERFUMADO  EXCELENTE VISCOSIDADE E DENSIDADE 100  DE SOLUBILIDADE EM AGUA E QUE NAO DEIXE RESIDUOS NAS MAOS APOS A SECAGEM. ACONDICIONADO EM GALAO DE 5 LITROS  4 3KG  COM TAMPA ROSQUEAVEL E LACRE INVIOLAVEL. APRESENTACAO EM EMBALAGEM ORIGINAL CONTENDO DADOS DE IDENTIFICACAO  PROCEDENCIA  LOTE  VALIDADE E NUMERO DE REGISTRO NA ANVISA MINISTERIO DA SAUDE.,UNIDADE,"PDM: 2259 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70%_(70°Gl), Apresentação:Gel",269943.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/08157810000168/compras/2024/31/itens,7,2259,Álcool liquido 70% Material álcool etílico hidratado,Litro,"PDM: 2259 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70%_(70°Gl), Apresentação:Líquido",269941.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/9633/itens,6,2259,"ALCOOL, ETILICO DILUIDO, USO DOMESTICO EM GERAL, 46º INPM, EMBALAGEM COM IDENTIFICACAO DO PRODUTO, MARCA DO FABRICANTE, FRASCO 500.0 MILILITROS",FRASCO 500.0 MILILITROS,,,Em dúvida,Teor alcoolico nao existe no CATMAT
https://pncp.gov.br/api/pncp/v1/orgaos/24772253000141/compras/2022/18/itens,10,2259,"BASE DE GLICERINA, PARA CONFECCAO DE SABONETE,NA COR TRANSPARENTE, EMBALAGEM COM 01 KG - MASSA BASE, TENSOATIVO ANIONICO, UMECTANTE, ALCOOL ETILICO, SEQUESTRANTE, HIDRATANTE E VEICULO",UN - UNIDADE,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/06553713000169/compras/2024/21/itens,7,2273,ALENDRONATO DE SODIO 70MG COMP CX/4UNID,CX,"PDM: 2273 - Alendronato De Sódio, Dosagem:70 MG",269462.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/45709896000110/compras/2024/3/itens,5,2362,ALPRAZOLAM 2 MG COMP.,UN,"PDM: 2362 - Alprazolam, Dosagem:2 MG",284465.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/44428506000171/compras/2024/634/itens,1,2362,ALPRAZOLAM 2MG - C/ 30CP,UNIDADE,"PDM: 2362 - Alprazolam, Dosagem:2 MG",284465.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/08807619000114/compras/2022/3/itens,6,2362,"ALPRAZOLAM 2MG, CAIXA COM 30 COMPRIMIDOS",CX,"PDM: 2362 - Alprazolam, Dosagem:2 MG",284465.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/13791885000136/compras/2024/6/itens,7,2418,"Fórmula elementar à base de 100% de aminoácidos livres, 100% de maltodextrina e 100% de lipídios de origem vegetal, nutricionalmente completa, para crianças de 1 a 10 anos. Isenta de sacarose, lactose,glúten,soja e derivados, com teores de nutrientes atendendo aos valores mínimos e máximos do Codex Alimentarius FAO/OMS para vitaminas e minerais, indicada para: Alergia à proteína do leite de vaca, a soja, a múltiplos alimentos e a hidrolisados protéicos; síndrome do intestino curto, transição de nutrição parenteral para enteral e mal absorção. Com no mínimo 80% do prazo de validade.",Lata de 400g,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/10292425000175/compras/2024/8/itens,5,2418,"FÓRMULA INFANTIL A BASE DE AMINOÁCIDOS LIVRES - Em pó, para lactentes e de seguimento para lactentes e/ou crianças de primeira infância destinada a necessidades dietoterápicas específicas com restrição de lactose e à base de aminoácidos livres. Acondicionado em embalagem de 400g, embalagem de mercado que preserve a integridade e qualidade do produto, sem estofamentos e amassamentos. Rotulagem: Deve atender a legislação vigente. (Referências: Neocate LCP, Puramino ou Alfamino).",Unidades,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/19876424000142/compras/2024/35/itens,1,2418,Fórmula infantil à base de aminoácidos para crianças de primeira infância destinada a necessidades dietoterápicas específicas como alergia a proteina do leite e restrição de lactose e à base de aminoácidos livres. Não contém gluten. Lata de 400 gramas. Para atendimento de decisão judicial - NEOCATE LCP.,UNIDADE,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/13626908000157/compras/2024/2/itens,8,2420,AMIODARONA 50MG/ML SOLUÇÃO INJETÁVEL,AMP,"PDM: 2420 - Amiodarona, Dosagem:50mg/Ml, Indicação:Injetável",271710.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/13670021000166/compras/2023/2/itens,6,2436,Amoxicilina + Clavulanato de Potássio 500mg+125mg,COMP,"PDM: 2436 - Amoxicilina, Princípio Ativo:Associada Com Clavulanato De Potássio, Concentração:500mg + 125mg",271217.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18315234000193/compras/2024/36/itens,10,2436,AMOXICILINA +CLAV. POTASSIO 500+125 MG COMPRIMIDO,Comprimido,"PDM: 2436 - Amoxicilina, Princípio Ativo:Associada Com Clavulanato De Potássio, Concentração:500mg + 125mg",271217.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/17298800000133/compras/2024/1/itens,4071733,2436,"Amoxicilina 250mg/5ml - 60ml Suspensão (AMOXICILINA, CONCENTRAÇÃO:250MG)",Frasco,"PDM: 2436 - Amoxicilina, Concentração:250mg",271090.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/2338/itens,7,2436,"Amoxicilina composição: associada ao clavulanato de potássio, concentração: 200 mg + 50, forma física: comprimidos palatáveis, uso: uso veterinário",Comprimido,"PDM: 2436 - Amoxicilina, Princípio Ativo:Associada Com Clavulanato De Potássio, Concentração:500mg + 125mg",271217.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/3/itens,7,2436,"Amoxicilina sódica 500mg, clavulanato de potássio 100mg; forma farmaceutica pó liofilo para solução injetável; forma de apresentação frasco-ampola, com ou sem diluente; via de administração intravenosa.",FRASCO,"PDM: 2436 - Amoxicilina, Princípio Ativo:Associada Com Clavulanato De Potássio, Concentração:500mg + 100mg, Forma Farmacêutica:Pó Liófilo P/ Injetável",390439.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18017384000110/compras/2024/219/itens,3,2436,AMOXICILINA TRI-HIDRATADA 15 G SUSPENSAO INJETAVEL IM PARA CAES - - PRINCIPIO ATIVO: AMOXICILINA TRI-HIDRATADA; CONCENTRACAO: 15 G; FORMA FARMACEUTICA: SUSPENSAO INJETAVEL; APRESENTACAO: FRASCO -AMPOLA,Frasco-Ampola,,,Em dúvida,Concentração não existe no CATMAT
https://pncp.gov.br/api/pncp/v1/orgaos/46599809000182/compras/2024/244/itens,7,2463,"SAXAGLIPTINA 5MG, COMPRIMIDO REVESTIDO.",COMPRIMIDO,"PDM: 2463 - Saxagliptina, Concentração:5 MG",393034.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/03930106000182/compras/2023/16/itens,2,2482,"(ID-26372) ANASTROZOL, Forma Farmaceutica: comprimido, Concentracao : 1 mg",comprimido,"PDM: 2482 - Anastrozol, Dosagem:1 Mg",278348.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/45781176000166/compras/2024/325/itens,1,2585,ÁCIDO FOLÍNICO OU FOLINATO DE CÁLCIO 15mg - COMPRIMIDO,COMPRIMIDO,"PDM: 2585 - Ácido Folínico, Concentração:15 MG, Adicional:Especialmente Manipulado",437382.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/45122603000102/compras/2023/80/itens,4,2588,"DULAGLUTIDA 1,5 MG SOLUCAO INJETAVEL CANETA 0,5 ML",CANETA,"PDM: 2588 - Dulaglutida, Concentração:1,5 MG/ML, Forma Farmacêutica:Solução Injetável, Características Adicionais:Em Seringa Preenchida, Adicional:C/ Sistema De Aplicação",442521.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/03370251000156/compras/2024/15/itens,7,2593,"ALOGLIPTINA - CONCENTRACAO/DOSAGEM 25MG, FORMA FARMACEUTICA COMPRIMIDO, VIA DE ADMINISTRACAO ORALALOGLIPTINA - CONCENTRACAO/DOSAGEM 25MG, FORMA FARMACEUTICA COMPRIMIDO, VIA DE ADMINISTRACAO ORAL",COMPRIMIDO,"PDM: 2593 - Alogliptina, Concentração:25 MG",436169.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/44730331000152/compras/2024/56/itens,2,2616,Venetoclax 100 mg - Cx com 120 comprimidos revestidos,CX,"PDM: 2616 - Venetoclax, Concentração:100 MG",450785.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/10234992000175/compras/2022/1/itens,10,3106,ATENOLOL 100MG - (PARTICIPAÇÃO EXCLUSIVA DE ME/EPP/MEI),COMPRIMIDO,"PDM: 3106 - Atenolol, Dosagem:100 MG",267518.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/10460008000194/compras/2024/12/itens,1,3106,ATENOLOL 5ML/MG. REALIZADO EM FARMÁCIA DE MANIPULAÇÃO. FRASCO COM 30 ML.,UNIDADE,,,Em dúvida,Concentração não existe no CATMAT
https://pncp.gov.br/api/pncp/v1/orgaos/80673411000187/compras/2023/603/itens,2,3167,"Antibacterianos Azitromicina 600mg,po para suspensao oral",Frasco,,,Em dúvida,Concentração não existe no CATMAT
https://pncp.gov.br/api/pncp/v1/orgaos/00394429000100/compras/2024/1004/itens,8,3428,BASILIXIMABE,"FRASCO-AMPOLA 0,00",,,Em dúvida,Falta a concentração
